page_content,page,source,author,theme
"Federal Communications Commission FCC 19-22
12V. ORDERING CLAUSES
39. IT IS ORDERED, pursuant to the authority found in Sections 1, 4(i), 303, and 310(d) of 
the Communications Act of 1934, 47 U.S.C. §§ 151, 154(i), 303, 310(d), and Pub. L. No. 115-141, Div. 
P, Title VI, § 616, 132 Stat. 348, that this Notice of Proposed Rulemaking IS HEREBY ADOPTED.
40. IT IS FURTHER ORDERED that the Commission’s Consumer and Governmental 
Affairs Bureau, Reference Information Center, SHALL SEND a copy of this Notice of Proposed 
Rulemaking, including the Initial Regulatory Flexibility Analysis, to the Chief Counsel for Advocacy of 
the Small Business Administration.
FEDERAL COMMUNICATIONS COMMISSION
Marlene H. Dortch
Secretary",11,FCC-19-22A1.pdf,Commission documents,"Partitioning, Disaggregation, and Leasing of Spectrum"
"Federal Communications Commission FCC 19-22
13APPENDIX
Initial Regulatory Flexibility Analysis
1. As required by the Regulatory Flexibility Act of 1980, as amended (RFA),1 the 
Commission has prepared this Initial Regulatory Flexibility Analysis (IRFA) of the possible significant 
economic impact on a substantial number of small entities by the policies and rules proposed in this 
Notice of Proposed Rulemaking (Notice).  Written public comments are requested on this IRFA.  
Comments must be identified as responses to the IRFA and must be filed by the deadlines for comments 
on the Notice.  The Commission will send a copy of the Notice, including this IRFA, to the Chief Counsel 
for Advocacy of the Small Business Administration (SBA).2  In addition, the Notice and IRFA (or 
summaries thereof) will be published in the Federal Register.3
A. Need for, and Objectives of, the Proposed Rules
2.As part of the Commission’s continuing efforts to close the digital divide and to increase 
spectrum access by small and rural carriers, the Commission adopts this Notice exploring how potential 
changes to our partitioning, disaggregation, and leasing rules might better serve those goals.  The Notice 
also satisfies the Commission’s requirement under the Making Opportunities for Broadband Investment 
and Limiting Excessive and Needless Obstacles to Wireless Act (MOBILE NOW Act),4 which includes 
provisions requiring that the Commission take various actions concerning licensing, infrastructure, and 
deployment of wireless broadband services.  Among those provisions is a requirement that the 
Commission initiate a rulemaking to consider specific questions related to partitioning or disaggregation 
of spectrum licenses and spectrum leasing as a potential means to increase availability of advanced 
telecommunications services in rural areas and spectrum access by covered small carriers.
B. Legal Basis
3. The proposed action is authorized pursuant to Sections 1, 4(i), 303, and 310(d) of the 
Communications Act of 1934, 47 U.S.C. §§ 151, 154(i), 303, 310(d), and Pub. L. No. 115-141, Div. P, 
Title VI, § 616, 132 Stat. 348.
C. Description and Estimate of the Number of Small Entities to Which the Proposed 
Rules Will Apply
4. The RFA directs agencies to provide a description of and, where feasible, an estimate of 
the number of small entities that may be affected by the proposed rules, if adopted.5  The RFA generally 
defines the term “small entity” as having the same meaning as the terms “small business,” “small 
organization,” and “small governmental jurisdiction.”6  In addition, the term “small business” has the 
same meaning as the term “small business concern” under the Small Business Act.7  A small business 
11 See 5 U.S.C. § 603.  The RFA, 5 U.S.C. §§ 601–612, has been amended by the Small Business Regulatory 
Enforcement Fairness Act of 1996 (SBREFA), Pub. L. No. 104-121, Title II, 110 Stat. 857 (1996).
2 See 5 U.S.C. § 603(a).
3 See id.
4 MOBILE NOW Act, Pub. L. No. 115-141, Division P, Title VI, § 601 et seq. (2018) (MOBILE NOW Act).  The 
MOBILE NOW Act became law on March 23, 2018.
5 5 U.S.C. § 603(b)(3).
6 Id. § 601(6).
7 5 U.S.C. § 601(3) (incorporating by reference the definition of “small business concern” in the Small Business Act, 
15 U.S.C. § 632).  Pursuant to 5 U.S.C. § 601(3), the statutory definition of a small business applies “unless an agency, 
after consultation with the Office of Advocacy of the Small Business Administration and after opportunity for public 
comment, establishes one or more definitions of such term which are appropriate to the activities of the agency and 
(continued….)",12,FCC-19-22A1.pdf,Commission documents,"Partitioning, Disaggregation, and Leasing of Spectrum"
"Federal Communications Commission FCC 19-22
14concern is one which:  (1) is independently owned and operated; (2) is not dominant in its field of 
operation; and (3) satisfies any additional criteria established by the SBA.8
5.Small Businesses, Small Organizations, and Small Governmental Jurisdictions.  Our 
action may, over time, affect small entities that are not easily categorized at present.  We therefore 
describe here, at the outset, three broad groups of small entities that could be directly affected herein.9  
First, while there are industry specific size standards for small businesses that are used in the regulatory 
flexibility analysis, according to data from the SBA’s Office of Advocacy, in general a small business is 
an independent business having fewer than 500 employees.10  These types of small businesses represent 
99.9 percent of all businesses in the United States, which translates to 28.8 million businesses.11
6. Next, the type of small entity described as a “small organization” is generally “any not-
for-profit enterprise which is independently owned and operated and is not dominant in its field.”12  
Nationwide, as of August 2016, there were approximately 356,494 small organizations based on 
registration and tax data filed by nonprofits with the Internal Revenue Service (IRS).13
7. Finally, the small entity described as a “small governmental jurisdiction” is defined 
generally as “governments of cities, counties, towns, townships, villages, school districts, or special 
districts, with a population of less than fifty thousand.”14  U.S. Census Bureau data from the 2012 Census 
of Governments15 indicates that there were 90,056 local governmental jurisdictions consisting of general 
purpose governments and special purpose governments in the United States.16  Of this number there were 
37,132 general purpose governments (county,17 municipal, and town or township18) with populations of 
less than 50,000 and 12,184 special purpose governments (independent school districts19 and special 
districts20) with populations of less than 50,000.  The 2012 U.S. Census Bureau data for most types of 
governments in the local government category shows that the majority of these governments have 
populations of less than 50,000.21  Based on this data we estimate that at least 49,316 local government 
(Continued from previous page)  
publishes such definition(s) in the Federal Register.”
8 15 U.S.C. § 632.
9 See 5 U.S.C. § 601(3)-(6).
10 See SBA, Office of Advocacy, “Frequently Asked Questions, Question 1—What is a small business?,” 
https://www.sba.gov/sites/default/files/advocacy/SB-FAQ-2016_WEB.pdf (June 2016).
11 See SBA, Office of Advocacy, “Frequently Asked Questions, Question 2—How many small businesses are there 
in the U.S.?,” https://www.sba.gov/sites/default/files/advocacy/SB-FAQ-2016_WEB.pdf (June 2016).
12 5 U.S.C. § 601(4).
13 Data from the Urban Institute, National Center for Charitable Statistics (NCCS) reporting on nonprofit 
organizations registered with the IRS was used to estimate the number of small organizations.  Reports generated 
using the NCCS online database indicated that as of August 2016 there were 356,494 registered nonprofits with total 
revenues of less than $100,000.  Of this number, 326,897 entities filed tax returns with 65,113 registered nonprofits 
reporting total revenues of $50,000 or less on the IRS Form 990-N for Small Exempt Organizations and 261,784 
nonprofits reporting total revenues of $100,000 or less on some other version of the IRS Form 990 within 24 months 
of the August 2016 data release date.  See http://nccsweb.urban.org/tablewiz/bmf.php, where the report showing this 
data can be generated by selecting the following data fields: Show: “Registered Nonprofit Organizations”; By: 
“Total Revenue Level (years 1995, Aug to 2016, Aug)”; and For: “2016, Aug” then selecting “Show Results”.
14 5 U.S.C. § 601(5).",13,FCC-19-22A1.pdf,Commission documents,"Partitioning, Disaggregation, and Leasing of Spectrum"
"“Total Revenue Level (years 1995, Aug to 2016, Aug)”; and For: “2016, Aug” then selecting “Show Results”.
14 5 U.S.C. § 601(5).
15 See 13 U.S.C. § 161.  The Census of Government is conducted every five (5) years compiling data for years 
ending with “2” and “7.”  See also Program Description Census of Government 
https://factfinder.census.gov/faces/affhelp/jsf/pages/metadata.xhtml?lang=en&type=program&id=program.en.COG#",13,FCC-19-22A1.pdf,Commission documents,"Partitioning, Disaggregation, and Leasing of Spectrum"
"Federal Communications Commission FCC 19-22
15jurisdictions fall in the category of “small governmental jurisdictions.”22
8.Wireless Telecommunications Carriers (except Satellite).  This industry comprises 
establishments engaged in operating and maintaining switching and transmission facilities to provide 
communications via the airwaves.  Establishments in this industry have spectrum licenses and provide 
services using that spectrum, such as cellular services, paging services, wireless internet access, and 
wireless video services.23  The appropriate size standard under SBA rules is that such a business is small 
if it has 1,500 or fewer employees.24  For this industry, U.S. Census data for 2012 show that there were 
967 firms that operated for the entire year.25  Of this total, 955 firms had employment of 999 or fewer 
employees and 12 had employment of 1,000 employees or more.26  Thus, under this category and the 
associated size standard, the Commission estimates that the majority of wireless telecommunications 
carriers (except satellite) are small entities.
9. The Commission has determined from data available in its Universal Licensing System 
that there are approximately 1,095 unique licensees corresponding to more than 40,000 licenses in the 
Wireless Radio Services that could be affected by this Notice, as of February 21, 2019.27  The 
(Continued from previous page)  
16 See U.S. Census Bureau, 2012 Census of Governments, Local Governments by Type and State: 2012 - United 
States-States. https://factfinder.census.gov/bkmk/table/1.0/en/COG/2012/ORG02.US01. Local governmental 
jurisdictions are classified in two categories - General purpose governments (county, municipal and town or 
township) and Special purpose governments (special districts and independent school districts).
17 See U.S. Census Bureau, 2012 Census of Governments, County Governments by Population-Size Group and 
State: 2012 - United States-States. https://factfinder.census.gov/bkmk/table/1.0/en/COG/2012/ORG06.US01.  There 
were 2,114 county governments with populations less than 50,000.
18 See U.S. Census Bureau, 2012 Census of Governments, Subcounty General-Purpose Governments by Population-
Size Group and State: 2012 - United States – States. 
https://factfinder.census.gov/bkmk/table/1.0/en/COG/2012/ORG07.US01.  There were 18,811 municipal and 16,207 
town and township governments with populations less than 50,000.
19 See U.S. Census Bureau, 2012 Census of Governments, Elementary and Secondary School Systems by 
(continued….)",14,FCC-19-22A1.pdf,Commission documents,"Partitioning, Disaggregation, and Leasing of Spectrum"
"Federal Communications Commission FCC 19-22
16Commission does not know how many licensees in these bands are small entities, as the Commission 
does not collect that information for these types of entities.
D. Description of Projected Reporting, Recordkeeping, and Other Compliance 
Requirements for Small Entities
10. The proposed actions in the Notice, if adopted, may impose reporting, recordkeeping and 
other compliance requirements on small entities as well as other licensees.  For example, there are 
potential changes to performance requirements that could alter existing, or create additional, 
recordkeeping and compliance obligations for small entities as well as other licensees.  Specifically, the 
Notice seeks comment on whether to reduce performance requirements for partitioned or disaggregated 
licenses to facilitate the deployment of advanced telecommunications services in rural areas and access to 
spectrum by covered small carriers.  The Notice also asks whether the Commission would have to pair 
reduced performance requirements with increased oversight, and whether reduced performance 
requirements would apply to the licensee, the entity gaining access to spectrum, or both.  The Notice 
directs commenters advocating for reduced performance requirements to discuss how they would apply 
and be implemented, any specific conditions that would apply, how and when they would take effect, and 
the costs and benefits of any proposed implementation, including how the costs and benefits should be 
measured.
11. To advance the Commission’s goal of promoting advanced telecommunications service 
in rural areas, the Notice explores whether there should be changes to construction deadlines and how any 
(Continued from previous page)  
Enrollment-Size Group and State: 2012 - United States-States. 
https://factfinder.census.gov/bkmk/table/1.0/en/COG/2012/ORG11.US01.  There were 12,184 independent school 
districts with enrollment populations less than 50,000.
20 See U.S. Census Bureau, 2012 Census of Governments, Special District Governments by Function and State: 
2012 - United States-States. https://factfinder.census.gov/bkmk/table/1.0/en/COG/2012/ORG09.US01.  The U.S. 
Census Bureau data did not provide a population breakout for special district governments.
21 See U.S. Census Bureau, 2012 Census of Governments, County Governments by Population-Size Group and 
State: 2012 - United States-States - https://factfinder.census.gov/bkmk/table/1.0/en/COG/2012/ORG06.US01; 
Subcounty General-Purpose Governments by Population-Size Group and State: 2012 - United States–States - 
https://factfinder.census.gov/bkmk/table/1.0/en/COG/2012/ORG07.US01; and Elementary and Secondary School 
Systems by Enrollment-Size Group and State: 2012 - United States-States. 
https://factfinder.census.gov/bkmk/table/1.0/en/COG/2012/ORG11.US01.  While U.S. Census Bureau data did not 
provide a population breakout for special district governments, if the population of less than 50,000 for this category 
of local government is consistent with the other types of local governments the majority of the 38, 266 special 
district governments have populations of less than 50,000.
22 Id.
23 U.S. Census Bureau, 2012 NAICS Definitions, “517210 Wireless Telecommunications Carriers (Except 
Satellite).”  See https://factfinder.census.gov/faces/affhelp/jsf/pages/metadata.xhtml?
lang=en&type=ib&id=ib.en./ECN.NAICS2012.517210.
24 13 CFR § 121.201, NAICS code 517210.
25 U.S. Census Bureau, 2012 Economic Census of the United States, Table EC1251SSSZ5, Information: Subject 
Series: Estab and Firm Size: Employment Size of Firms for the U.S.: 2012 NAICS Code 517210.  
https://factfinder.census.gov/bkmk/table/1.0/en/ECN/2012_US/51SSSZ5//naics~517210.
26 Id.  Available census data do not provide a more precise estimate of the number of firms that have employment of 
1,500 or fewer employees; the largest category provided is for firms with “1000 employees or more.”",15,FCC-19-22A1.pdf,Commission documents,"Partitioning, Disaggregation, and Leasing of Spectrum"
"1,500 or fewer employees; the largest category provided is for firms with “1000 employees or more.”
27 See http://wireless.fcc.gov/uls.  For the purposes of this IRFA and consistent with Commission practice for 
wireless services, the Commission estimates the number of licensees based on the number of unique FCC 
Registration Numbers.",15,FCC-19-22A1.pdf,Commission documents,"Partitioning, Disaggregation, and Leasing of Spectrum"
"Federal Communications Commission FCC 19-22
17modified deadlines should be applied.  In this regard, the Notice seeks comment on whether to extend by 
one year the performance requirement deadline for a party receiving partitioned or disaggregated 
spectrum if certain conditions are met, including that the license is partitioned or disaggregated to a rural 
carrier or includes a certain amount of “rural areas,” as defined by Section 616 of the MOBILE NOW 
Act, and the party receiving the spectrum independently meets the construction requirements.  The Notice 
asks whether a similar extension should apply with respect to transactions involving “covered small 
carriers,” as defined by Section 616.  Recognizing that the MOBILE NOW Act’s definition of “covered 
small carriers” encompasses only common carriers, the Notice seeks comment on whether the 
Commission should consider applying any rule revisions stemming from this proceeding to an expanded 
class of licensees beyond those Congress requires it to consider, and the effects of any rule changes to 
entities that are not common carriers.  If the Commission were to adopt this type of one-year extension of 
performance requirement deadlines, it could also potentially impact both renewal and continuity of 
service obligations for licensees.  The Notice asks what the effect of the extension would be on these 
obligations, and asks whether the license term should also be extended where a receiving party’s final 
construction deadline is coincident with renewal.
12.Spectrum Transfers.  The Notice asks what, if any, rule changes may be necessary 
relating to transfers of spectrum to allow covered small carriers to obtain spectrum through partitioning, 
disaggregation, or lease arrangements.  In particular, the Notice seeks comment on whether reduced or 
modified performance requirements or extended performance deadlines would aid and increase the 
successful build out by covered small carriers who obtain spectrum through partitioning, disaggregation, 
or lease arrangements.  Further, in light of Section 616’s requirement that the Commission consider the 
administrative feasibility of special conditions for covered small carriers, the Notice seeks comment on 
the costs and benefits of any proposed changes or conditions.
13.Incentives to Encourage Lease or Sale.  In light of Section 616’s requirement that the 
Commission consider incentives that might encourage licensees to lease or sell spectrum to covered small 
carriers or unaffiliated carriers that will serve rural areas, the Notice seeks comment on what, if any, 
incentives may be appropriate to meet this objective, and how these potential incentives may impact the 
recordkeeping and compliance obligations of covered small carriers.  In particular, the Notice seeks 
comment on whether and how modified performance requirements or longer license terms might 
encourage more licensees to sell or lease their spectrum rights; specific costs and benefits of any 
incentives; whether to pair reduced performance requirements with increased oversight; whether a 
minimum set of performance requirements would be necessary to ensure adequate buildout; and whether 
there should be increased penalties if performance requirements are not met.  Additionally, the Notice 
seeks comment on whether allowing spectrum “reaggregation” for spectrum that has been partitioned or 
disaggregated on the secondary market—up to the size of the original market area—would help 
incentivize more parties to lease or sell spectrum.  If spectrum reaggregation were allowed, the Notice 
asks what safeguards the Commission should put in place to prevent entities from using the process as a 
way of “laundering” their regulatory obligations.  It also asks whether the Commission should require that 
licensees meet renewal requirements and continuity of service obligations with respect to the",16,FCC-19-22A1.pdf,Commission documents,"Partitioning, Disaggregation, and Leasing of Spectrum"
"licensees meet renewal requirements and continuity of service obligations with respect to the 
reaggregated spectrum, and if so, what measures the Commission should put in place to ensure that 
licensees comply with these requirements.  The Notice further asks what filings and/or showings the 
licensee could be required to make to expedite Commission review.
14. While the Commission is not currently in a position to determine whether, if adopted, the 
potential rule changes that could result from questions raised in the Notice will require small entities to 
hire attorneys, engineers, consultants, or other professionals, and cannot quantify the cost of compliance 
with the potential rule changes that could be adopted, it does not believe that the costs and/or 
administrative burdens associated with any of the potential rule changes will unduly burden small entities.  
In the discussion of these potential rule changes, the Commission has sought comments from parties in 
the proceeding, including seeking cost and benefit analyses.  These may help the Commission identify 
and evaluate other relevant matters, including compliance costs and burdens on small entities that may 
result from the matters explored in the Notice.",16,FCC-19-22A1.pdf,Commission documents,"Partitioning, Disaggregation, and Leasing of Spectrum"
"Federal Communications Commission FCC 19-22
18E. Steps Taken to Minimize the Significant Economic Impact on Small Entities, and 
Significant Alternatives Considered
15. The RFA requires an agency to describe any significant, specifically small business, 
alternatives that it has considered in reaching its proposed approach, which may include the following 
four alternatives (among others):  “(1) the establishment of differing compliance or reporting 
requirements or timetables that take into account the resources available to small entities; (2) the 
clarification, consolidation, or simplification of compliance and reporting requirements under the rule for 
small entities; (3) the use of performance rather than design standards; and (4) an exemption from 
coverage of the rule, or any part thereof for small entities.”28
16. In the Notice, the Commission has raised alternatives to facilitate changes that would 
promote the availability of advanced telecommunications services in rural areas or spectrum availability 
for covered small carriers—such as allowing additional time to meet performance obligations under 
certain circumstances.  The Commission has also sought to identify and target for removal procedural and 
substantive barriers impacting covered small carriers relating to partitioning, disaggregating, or leasing 
spectrum. In addition, the Commission has raised questions to address what conditions may be needed to 
eliminate impediments to transfers of spectrum to covered small carriers to allow them to build out in a 
reasonable period of time, and identify what incentives may encourage licensees to lease or sell spectrum 
to covered small carriers or unaffiliated carriers that will serve rural areas.
17. The Commission expects to consider more fully the economic impact on small entities 
following its review of comments filed in response to the Notice, including costs and benefits analyses, 
and this IFRA.  The Commission’s evaluation of the comments filed in this proceeding will shape the 
final conclusions it reaches, the final alternatives it considers, and the actions it ultimately takes in this 
proceeding to minimize any significant economic impact that may occur on small entities.
F. Federal Rules that May Duplicate, Overlap, or Conflict with the Proposed Rules
18. None.
28 5 U.S.C. § 603(c)(1)-(4).",17,FCC-19-22A1.pdf,Commission documents,"Partitioning, Disaggregation, and Leasing of Spectrum"
"Federal Communications Commission FCC 19-22
19STATEMENT OF 
CHAIRMAN AJIT PAI
Re: Partitioning, Disaggregation, and Leasing of Spectrum, WT Docket No. 19-38
The recent Netflix series, “Tidying Up with Marie Kondo,” has launched a phenomenon as 
Americans embrace Marie’s special way of keeping a tidy home.  A key to the KonMari method is 
effectively managing your possessions by keeping only those that “spark joy.”  For the FCC, spectrum 
that is being put to productive use sparks joy.  Spectrum that lies fallow does not.  That’s why we allow 
license holders to partition, disaggregate, or lease spectrum so more of it can be more easily used.
To ensure we do that as effectively as possible, today’s Notice tees up many questions regarding 
the Commission’s partitioning and disaggregation rules (which allow a spectrum license to be broken up 
into smaller pieces), as well as our leasing rules.  We’re aiming to figure out whether any changes to 
those rules would help small carriers and wireless Internet service providers get better access to spectrum, 
such as by encouraging spectrum licensees to lease or sell spectrum to small companies serving rural 
areas.  Additionally, in order to fulfill our obligations under the MOBILE NOW Act, we seek comment 
on whether a change to performance requirements could help rural telecommunications services and 
smaller providers.  And we’re also looking at how reaggregating previously separated licenses might 
encourage deployment of additional services.  In short, we want to explore ways to improve wireless 
access in parts of this country—and I’ve seen many of them—that too often are on the wrong side of the 
digital divide.  I’m looking forward to reviewing the record on these questions to find the appropriate way 
forward.  And I do hope it sparks joy, of course.
Many thanks to the staff who worked on this item: Lloyd Coward, Anna Gentry, Jessica 
Greffenius, Kathy Harris, Jessica Hynosky, Roger Noel, Becky Schwartz, Dana Shaffer, Don Stockdale, 
Cecilia Sulhoff, and Suzanne Tetreault from the Wireless Telecommunications Bureau; Judith Dempsey, 
Catherine Matraves, Giulia McHenry, and Emily Talaga from the Office of Economics and Analytics; 
Chana Wilkerson from the Office of Communications Business Opportunities; and David Horowitz, 
Doug Klein, and Bill Richardson from the Office of General Counsel.",18,FCC-19-22A1.pdf,Commission documents,"Partitioning, Disaggregation, and Leasing of Spectrum"
"Federal Communications Commission FCC 19-22
20STATEMENT OF
COMMISSIONER MICHAEL O’RIELLY
Re: Partitioning, Disaggregation, and Leasing of Spectrum, WT Docket No. 19-38
I approve today’s notice seeking input on how the Commission’s secondary market policies can 
increase deployment in rural areas and facilitate the ability of small wireless providers to access spectrum.  
Congress required that we conduct – and I wholeheartedly support – such a review. 
By way of background, the Commission has policies in place to facilitate secondary market 
transactions.  Licenses can be sold or leased, in whole or in part, with overnight approval for many of the 
applications and notices for such deals.  In fact, the Commission has conducted similar reviews in the 
past, which resulted in the introduction of leasing and expedited processing where appropriate.  While the 
Commission has streamlined its procedures and provided flexibility under our rules to facilitate deals in 
rural America and to get spectrum into the hands of small businesses, many still assert that a vibrant 
secondary market, involving rural and small entities, has not developed.
 
The most common obstacle involves the simple fact that, often, it just isn’t worth a current 
licensee’s time to consider a small deal.  Basically, the cost of negotiations and paperwork can outweigh 
the economic gains for spectrum in a more remote area.  Therefore, our conversation must focus on how 
to reduce such burdens so that those with some excess spectrum in less populated areas are willing to 
enter into transactions.  Not an easy task, I admit. 
While the notice offers some ideas, they are far from likely to open the secondary market 
floodgates.  I am somewhat skeptical that reducing performance requirements, providing some additional 
time for construction, or extending the license terms for operators that lease or sell spectrum will make a 
substantial difference.  Regardless, I am more than happy to engage with interested parties on any of these 
ideas and others that they may have.  
Ultimately, I hope industry will take this opportunity to think out of the box about ways – 
including approaches requiring Commission action or industry best practices – to meaningfully lower 
transaction costs and time spent so that those with spectrum are truly incentivized to execute the requisite 
deals.  One way to reduce costs and hasten deal making could be to create a database or exchange that 
contains operator-approved contracts and available spectrum – an operational template, if you will.  If an 
entity is willing to accept a contract as is, it could be submitted to the operator electronically, reducing 
prolonged back-and-forth negotiations and the requisite legal work.  But, I recognize that it will likely 
take some greater effort to get license holders to participate and use advanced technologies that can 
inherently automate, record, and execute deals without emotion or competitive concerns and that hold 
interesting possibilities.  
I thank the Chairman and Congress for starting this important discussion, but this proceeding will 
only be as good as the thought that goes into it.  I hope wireless providers – big and small, urban and rural 
– really take the time to consider this issue and provide creative solutions.",19,FCC-19-22A1.pdf,Commission documents,"Partitioning, Disaggregation, and Leasing of Spectrum"
"Federal Communications Commission FCC 19-22
21STATEMENT OF
COMMISSIONER BRENDAN CARR
Re: Partitioning, Disaggregation, and Leasing of Spectrum, WT Docket No. 19-38
A few months ago, I had the chance to meet Whitney from Lambert, Montana.  Her family runs a 
farming and ranching operation in the northeast corner of Big Sky Country.  The area is famous for being 
the farthest place in the country from a Starbucks.  It’s about 190 miles to the closest green-aproned 
barista.  A run to the grocery store is a 100-mile drive round trip.  The nearest big city, Billings, is five 
and a half hours away.  
Yet Whitney is an Instagram star.  She makes money by using her smartphone to produce and 
upload what have become viral videos.  She calls one of her more famous videos “CrossFit for Cows,”29 
and it’s been viewed millions of times.  It shows Ghost, one of her 1,200 pound Herefords, rolling a straw 
bale across a snow-covered field.  Whitney can get 4G LTE when she’s in the field because there’s a cell 
tower not far away that was put up to cover a highway that runs through the area.  But there are still too 
many people in rural America that can’t get a 4G LTE signal.
And that is why the FCC is working on a number of fronts to help close this digital divide.  We 
have allocated up to $4.5 billion to bring 4G LTE to more Americans.  We have streamlined broadband 
infrastructure rules.  And we have sought comment on expanding the FCC’s existing geographic coverage 
requirements.30
Today, we tee up another option for increasing wireless service in rural America.  As required by 
Congress in the MOBILE NOW Act, we seek comment on how our spectrum leasing and related rules 
can help promote wireless deployment in areas that might otherwise go unserved.
Now, everyone may not have the same social media skills as Whitney, but they should at least 
have the same opportunity at next-gen connectivity.  So I support today’s Notice, and I look forward to 
working with my colleagues on these important issues.
29 https://twitter.com/DirtRoadDreamr/status/686318702980141057.
30 Amendment of Parts 1, 22, 24, 27, 74, 80, 90, 95, and 101 To Establish Uniform License Renewal et al., Second 
Report and Order and Further Notice of Proposed Rulemaking, 32 FCC Rcd 8874, 8911-18, paras. 100-23 (2017) 
(seeking comment on extended, renewal term service obligations).",20,FCC-19-22A1.pdf,Commission documents,"Partitioning, Disaggregation, and Leasing of Spectrum"
"Federal Communications Commission FCC 19-22
22STATEMENT OF
COMMISSIONER JESSICA ROSENWORCEL
Re: Partitioning, Disaggregation, and Leasing of Spectrum, WT Docket No. 19-38
In 2015, Senator Klobuchar and Senator Fischer introduced bipartisan legislation to improve 
universal service by extending the reach of wireless broadband in rural communities.  They proposed to 
do this by providing incentives for wireless carriers to partition, disaggregate, and lease unused spectrum 
to smaller carriers serving rural areas.  This rulemaking builds on their proposal, which was featured in 
appropriations legislation from last year.  To this effort, I offer my full support.
I also offer my optimism.  That’s because at its core, universal service is the principle that no 
matter who you are or where you live you need access to modern communications to have a fair shot at 
21st century success.  This is a sacred responsibility under the law.  But we all know that the tools this 
agency is using have not been sufficient to get the job done.  Millions of Americans still lack access to 
affordable broadband, especially in rural communities.  So it’s a positive step that through this proceeding 
we evolve our thinking about universal service and recognize that spectrum policy tools can help bring 
advanced communication to remote areas.  
Now here’s the next step we should take if we want to be successful.  The partitioning, 
disaggregation, and leasing contemplated here will work better if our secondary markets can operate with 
full information.  Today, the place to go for information about who owns spectrum and who might sell or 
lease it is our Universal Licensing System.  But this database is opaque.  It’s not user friendly.  Moreover, 
it will only grow more complex and harder to use as we divide and divvy up licenses as contemplated 
here.  So I believe as we move forward with this proceeding, we need in parallel a proceeding that will 
improve this database and increase the transparency of spectrum ownership.  I hope my colleagues 
agree—and I look forward to making it happen.",21,FCC-19-22A1.pdf,Commission documents,"Partitioning, Disaggregation, and Leasing of Spectrum"
"Federal Communications Commission FCC 19-22
23STATEMENT OF 
COMMISSIONER GEOFFREY STARKS
Re: Partitioning, Disaggregation, and Leasing of Spectrum, WT Docket No. 19-38
Two weeks ago, on my first visit outside the beltway as an FCC Commissioner, I traveled to 
Kansas City, Missouri, along with Congressman Emanuel Cleaver, who represents Missouri’s Fifth 
District.  We were eager to learn more about the work being done on the ground to help close the digital 
divide in Kansas City and how we, in Washington, could help facilitate, support and amplify those 
efforts. 
Among many stops, I attended a meeting of the Kansas City Coalition for Digital Inclusion, a 
group formed for the singular purpose of addressing the digital divide in Kansas City.  Comprised of 
representatives from area nonprofits, government entities, and businesses, as well as individuals, the 
group is “focused on fostering internet access and digital readiness in greater Kansas City.”  Missouri 
ranks 41st in the U.S. in connectivity and internet access, so it is abundantly clear that when it comes to 
ensuring every American can benefit from the transformative power of robust and affordable broadband, 
we have our work cut out for us, in Missouri and across the nation.
To that end, I welcome any and all ideas that show promise in helping us bridge the digital divide.  
I am pleased to support today’s item, which fulfills Congress’ directive in the MOBILE NOW Act and 
explores how potential changes to the Commission’s partitioning, disaggregation, and leasing rules would 
increase small carriers’ access to spectrum, expand the availability of broadband in rural areas, and 
advance our collective goal of closing the digital divide.  I look forward to reviewing the record that 
develops in this proceeding and challenge stakeholders to put forward their best and most innovative 
ideas.  
My thanks to the Wireless Telecommunications Bureau for your important work on this item.",22,FCC-19-22A1.pdf,Commission documents,"Partitioning, Disaggregation, and Leasing of Spectrum"
"Dynamic Spectrum Alliance Limited. Company no. 8736143 (England & Wales)    ●   admin@dynamicspectrumalliance.org  
Before the  
FEDERAL COMMUNICATIONS COMMISSION  
Washington, D.C. 20554  
 
   
 
       
In the Matter of       )      
        ) 
Partitioning, Disaggregation, and     ) GN Docket No. 1 9-38 
Leasing of Spectrum       )  
        )  
     
  
 
 
COMMENTS OF DYNAMIC SPECTRUM ALL IANCE  
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
June 3 , 2019  
 
 
 
 
 
 
 
Martha SUAREZ  
President  
Dynamic Spectrum Alliance",0,DSA Partitioning Disaggregation and Leasing of Spectrum - NPRM Comments (signed).pdf,DYNAMIC SPECTRUM ALLIANCE,"Partitioning, Disaggregation, and Leasing of Spectrum"
