page_content,page,source,author,theme
"Basic Principles for Spectrum Allocation  7  Release 1.1 between parties that will end up  impacting one another, possibl y in conjunction with regulatory 
guidance.  
If appropriate messaging can occur successfully then any interf erence to a signal cannot be deemed to 
be harmful.  Based on the needs of a signaling system, the defi nition of harmful will vary.  For instance, a 
public safety message generally n eeds to be accurately understo od without appreciable delay.  In 
contrast the typical data transf er can tolerate delays and the  typical video feed c an tolerate small 
inaccuracies.  Thus interference to a system that implements re transmission to corre ct erroneous data, 
thereby delaying its error‐free reception for an appreciable am ount of time, could be considered to be 
harmful in a public safety setting .  Yet the same interference  would be non‐harmful to many data 
transmission applications.  Likew ise, for instance, occasional  interference that caus es 100 milliseconds 
of garbling of audio could make a crucial public safety message  unintelligible and thus be considered to 
be harmful, while the same interf erence to a musical transmissi on could be non‐harmful. 
Interference 	Limits	
The process of applying quantitat ive signal measurement to the  determination of harmful interference 
has been described as Interferen ce Limits Policy.  Interference  limits are set in speci fic cases to define a 
level of signal appearing at the  antenna terminals of a service ’s receivers above which the interference 
to that receiver is considered harmful.  This can be quite vari able across services, depending on the 
requirements of a particular serv ice and its system behavior.   Once determined, interference limits can 
be used to define the minimum behavior of a receiver within a p articular service, thus insuring harmful 
interference‐free operation with a maximum efficiency of spectr um use.  Interference limits were 
introduced in white papers by th e FCC Technological Advisory Co uncil and are discussed further in 
Section 4 of this document.9,10 
2.	Interference 	Realities 	
Various terms for Interference have been used in many settings  and are not always in agreement.  The 
severity of interference often is defined by one’s point of vie w; understandably someone who is on the 
receiving end of interference te nds to view it as more onerous  than the person who is causing the 
interference, or even a third party.  The person running the sy stem that is trying to receive a message is 
usually intolerant of any interference while the interferer may  not be able to communicate successfully 
without causing some form of interference to others.  All parti es in the wireless communications arena 
must go into this field with certain realities about interferen ce in mind. 
 
                                                            
9 “Interference limits policy ‐ the  use of harm claim thresholds  to improve the interference tolerance of wireless systems” 
published in 2013 and available at 
https://transition.fcc.gov/bureaus /oet/tac/tacdocs/WhitePaperTA CInterferenceLimitsv1.0.pdf  
10 “Interference Limits Policy and  Harm Claim Thresholds: An Intr oduction” published in 2014 and available at 
https://transition.fcc.gov/bureaus /oet/tac/tacdocs/reports/TACI nterferenceLimitsIntrov1.0.pdf",108,comments 22-232 100323.pdf,"Cohen, Dippell and Everist, P.C.",Advancing Understanding of Non-Federal Spectrum Usage
"Basic Principles for Spectrum Allocation  8  Release 1.1 Principle 	1:	Harmful 	interference 	is	affected	by	the	characteristics 	of	both	a	transmitting 	
service	and	a	nearby	receiving 	service	in	frequency, 	space	or	time.	
“It takes two to tango” is a we ll worn phrase that can be relat ed directly to the presence of interference 
in a wireless communi cations setting.  In  a system where freque ncies are assign ed to specific 
communicators, an unavoidable amo unt of energy leaks into every  channel from every other channel.  
The amount of energy contributed  by each transmitter on a diffe rent frequency can be controlled to 
some extent by the transmitting  system.  Likewise, the amount o f energy outside of the assigned 
frequency channel that affects a  receiver can be controlled by  the receiver design.  In addition, the 
strength of a potential interferer at a receiver can be affecte d by the distance betw een the two systems.  
As well, energy that could cause interference has no adverse ef fect if no one is listening at the time it is 
transmitted.  Thus the parameters of frequency, space and time  can be manipulated to decrease 
interference. 
Take the case of a system that requires its receivers to be abl e to detect very weak signals.  For example, 
in a narrow band system it is not  unreasonable for the receiver  to be able to hear far away transmitted 
signals that are heard at a lev el of ‐120 dBm.  FCC regulations  for many transmitters require that 
spurious emissions not be greater  than ‐13 dBm (Regulations als o specify ‐20 dBm for some narrow 
band transmitters and different l evels for certain other servic es).  Clearly, a ‐13 dB m signal will render a 
receiver that is listening for ‐120 dBm signals useless.  Howev er, all is not so bleak, as ‐13 dBm is 
measured close to the transmitting antenna and is usually consi derably smaller as the distance to the 
other service’s receiver increas es.  Also, even though a transm itter can have spurious emissions as large 
as ‐13 dBm they usually do not  occur at all frequencies but mor e commonly at harmonics of the 
transmission frequency.  In the unfortunate case where a spurio us emission of a nearby transmitter falls 
onto a weak signal system’s frequency, harmful interference occ urs even though all regulations have 
been followed. 
The most common parame ter that has been used in the past to les sen interference has been frequency.  
Frequency channels were spaced f arther apart than absolutely ne cessary to introduce “guard bands” 
between channels.  Going forward,  the presence of unoccupied gu ard bands is not compatible with 
societal need of more efficient  use of the limited spectrum.  A s guard bands are decreased or even 
eliminated, other characterist ics of all wireless communication s systems must be op timized to avoid 
harmful interference. 
 Principle 	2:	
All	services	should	plan	for	non‐harmful	interference 	from	signals	that	are	nearby	
in	frequency, 	space	or	time,	both	now	and	for	any	changes	that	occur	in	the	future.	
Interference is everywhere in na ture, whether caused by man‐mad e radio sources or natural ones.  Even 
though radio services are assigned to frequency channels, effec ts from every radio signal can be found in 
all frequencies; the signal weak ens significantly as it moves a way from its source in  both frequency and 
space but it never goes away ent irely.  Propagation effects can  vary the signal strength that is seen in",109,comments 22-232 100323.pdf,"Cohen, Dippell and Everist, P.C.",Advancing Understanding of Non-Federal Spectrum Usage
"Basic Principles for Spectrum Allocation  9  Release 1.1 other channels, as well as the s ignal that reaches other areas;  under unusual conditions of propagation 
signals may cause interference whe re they would not normally be  detected. 
Frequency reuse over distance is  an effective method to maximiz e effective use of the available 
spectrum.  With careful design an d layout, considering typical  propagation effects, different services can 
be collocated in frequency but pos itioned in space so that the  signal from each is minimal at the others’ 
locations.  Depending on the chara cteristics of the frequencies  used, various natural conditions, such as 
sunspots, meteor showers and atmo spheric temperature inversion  can extend the range of 
transmission.  For such conditio ns that occur infrequently, it  is not efficient to extend the distance 
between services so that they ca nnot detect each other under al l conditions.  Rather, the usual 
propagation is used to space services and then under unusual co nditions the services may cause 
interference for each other.  Services should expect that they  will occasionally receive such interference 
and should plan to use whateve r techniques are  available to the m to tolerate infrequent episodes of 
these conditions. 
For example, two suburban police  departments separated by 50 mi les were assigned to operate on the 
same VHF frequency.  The typical transmission distance of their  signals was no more than a 15 mile 
radius from their police stations.  However, this frequency ran ge was susceptible to temperature 
inversion ducting, which could ex tend the distance of transmiss ion as far as hundreds of miles.  Although 
this atmospheric condition occurred infrequently, when it did t he radio messages from one department 
were heard by the other and occasionally were disruptive to nor mal operations.  By implementing the 
technique of Tone‐Coded Squelch (CTCSS), with a different tone  assigned to each system, when the rare 
ducting propagation occurred it w ould not cause the squelch of  the other system to break and the 
distant transmissions were not heard. 
It is also important to realize that conditions of interference  today are unlikely to be the same as they 
will be in the future.  There are  many services that currently  operate with no services assigned to 
adjacent frequency channels.  If  these systems are designed to  operate under those conditions they may 
not work properly when other ser vices are assigned to the adjac ent channels in the future.  It is 
important to design systems to o perate effectively as if other  systems occupied the adjacent channels. 
 
Principle 	3:	Even	under	ideal	conditions, 	the	electromagnetic 	environment 	is	unpredictable. 		
Operators 	should	expect	and	plan	for	occasional 	service	degradation 	or	interruption. 		The	
Commission 	should	not	base	its	rules	on	exceptional 	events.	
Propagation 	Variations 	
According to Maxwell’s equations,  the propagation of electromag netic waves is influenced by the EM 
properties and the geometry of the propagation medium.  Any bou ndary between different media or a 
gradient of media properties (e. g. permittivity, conductivity,  etc) can alter the E M wave’s direction, 
strength and polarization.  Such  boundary condition microscopic  effects are generally captured in 
macroscopic behavioral models base d on large scale parameters s uch as terrain variation and structure",110,comments 22-232 100323.pdf,"Cohen, Dippell and Everist, P.C.",Advancing Understanding of Non-Federal Spectrum Usage
"Basic Principles for Spectru m Allocation  10  Release 1.1 and foliage statistics which give  a more static impression of p ropagation losses.  In practice the 
propagation loss is constantly ch anging due to motion at one or  both ends of the radio link as well as 
motion in the environment, ranging from passing traffic to wind  turbine farms to atmospheric 
phenomena.   
Familiar examples of propagation  variation include fast and slo w fading.  A highly scattered EM 
environment can experience Rayleigh fading, while conditions wi th a dominant direct path will 
experience shallower Rician‐like fades.  For fast fading, movem ent on the order o f a wavelength can 
result in a large variation (>20  dB) in propagation loss within  a given coherence bandwidth on the 
channel.  Slow fading is due to  large scale (relative to a wave length) environmental changes with 
movement such as diffraction a round buildings or terrain or fol iage loss through a grove of trees.  Log‐
normal shadowing is often utiliz ed to model longer term variati ons in signal strength due to RF 
shadowing.  At the other extreme,  atmospheric phenomena can res ult in propagation well beyond 
simple path loss predictions due to ducting and ionospheric var iations.   
The timescale of these propagation variations can typically ran ge from milliseconds (e.g., for reflections 
off of low‐flying aircraft or mo ving vehicles) to hours (e.g.,  for temperature inversions and their 
associated refractive properties  to daily for ionospheric condi tions) to months for s easonal atmospheric 
effects and foliage and building  construction absorption and sh adowing. 
Temporary 	Intermodulation 	
Broadly speaking, intermodulation  occurs when some function of  the modulation of one signal gets 
transferred to another carrier.   Classical intermodulation occu rs when the modulati on of two or more 
input signals gets transferred to  a new third carrier frequency  (which may or may not be in the set of 
input or desired signal frequencies).  Classical cross‐modulati on has the modulation of one input signal 
getting transferred to the carri er of another input signal.  In  a receiver, strong signals (e.g., blockers) can 
result in desense of a desired signal by a variety of mechanism s.  In practice, intermodulation based 
desense often refers to the inte ractive effects that stronger s ignals (e.g., blockers) have on a weaker 
desired signal due to non‐linearities in the reception system.    
Strictly speaking, intermodulati on has occurred when a set of t wo or more signal frequencies at the 
input, once passed through a nonlinear effect, result in an exp anded set of output signal frequencies or 
distorted desired signals.  Generally, interest is limited to “ local” terms, or terms t hat have the potential 
to result in desense to one or m ore desired signal terms (i.e.,  not harmonics).  The prefix ‘inter‐’ 
(between, among) is generally tak en to mean the ‘modulation’ is  due to the mixing of signals originating 
from two different sources (radi os), though the same mechanism  results in an expanded set of 
frequencies (though only one “carrier”) even when they come fro m the same source (e.g. an OFDM or 
other broadband signal).  In transmitters, and even in receiver s, these effects are of ten termed spectral 
regrowth.  Another type of intermodulation that doesn’t result  in an expanded set of carriers is cross‐
modulation, where a distorted cop y of the envelope of the offen ding strong signal is transferred to the 
desired carrier frequency and becomes a relative‐amplitude co‐c hannel interferer. All three types of",111,comments 22-232 100323.pdf,"Cohen, Dippell and Everist, P.C.",Advancing Understanding of Non-Federal Spectrum Usage
"Basic Principles for Spectru m Allocation  11  Release 1.1 distortion (spectral regrowth, c ross‐modulation, and intermodul ation) can simultaneously occur when 
multiple non‐constant enve lope signals are present. 
The order of the nonlinearity will correspond to the sum of the  absolute values of the frequency 
multipliers in an intermodulation  calculation.  For example, a  fifth order intermodulation can result in 
local terms when the combination s of local frequencies are 3F1  – 2F2, 2F1 – 2F2 + F3, F1 + F2 + F3 – 2F4, 
etc. Clearly, when there are man y interferers present in a dens e environment, the opportunities for 
generating a potentially damaging  intermodulation product (one  that falls on the desired channel) grows 
rapidly.  For similar reasons, t hese effects can come and go fa irly rapidly (since they depend on the 
relative signal strengths of man y signals).  If there are only  two offending signals present, the number of 
3rd order intermodulation produc ts is only two: 2F1 – F2 and 2F 2 – F1.  However, when the input set is 
extended to say N terms, a third order nonlinearity yields N(N  – 1) double beat terms (of the form 2F2 – 
F1) and N(N – 1)(N – 2)/2 triple beat terms (of the form F1 + F 2 – F3).11  It is important to note that, since 
the offending signals all have a bandwidth if they are communic ating information, the bandwidth of the 
Kth order intermodulation term i s K‐times wider, so the intermo dulation term doe sn’t have to fall 
directly on channel to  cause a problem; even falling on adjacen t or alternate channels can result in 
desense if the distortion term’s  bandwidth is several channels  wide, as might be seen for broadband 
interferers. 
For a large set of blockers, eac h with random offered load, it  can be shown that the probabilities and 
locations of the offending terms can fluctuate wildly.  The des ense potential (i.e.,  the temporary denial 
of “full” access to the channel) f or the victim radio in a crow ded spectral environment becomes similar 
to a queuing availability of a c hannel (i.e. the “number of 9’s ”), though the availabilit y of the channel is 
not due to competition for that  resource but instead due to int erference from users competing for other 
resources, and is additionally dep endent on the strength of the  desired and undesired signals.  Often 
intermodulation terms will be generated and fall on channel, bu t due to the actual (time dependent) 
signal strengths of the undesired  signals, they may fall well b elow the receiver noise floor, or the desired 
signal may be high enough above the intermodulation product tha t there is no interruption of service.  
Thus it can be seen that the severity of an intermodulation pro duct is highly contingent on the locations 
of and propagation conditions between the spectral occupants.    
Such probabilistic intermodulatio n can become a more serious pr oblem when the offered load on the 
various communications systems dr amatically increases, such as  during a natural or man‐made 
catastrophe or other incidents th at trigger an increased need t o communicate.  There can be high 
activity on many channels at such  a time, increasing the probab ility of intermodulation terms, and there 
can also be a need for high pr obability of access to the channe l (especially for public safety and utilities 
                                                            
11 If there are  N = 10 blockers present, there are 90 double beat terms generate d and 360 triple beat terms, lots of 
opportunities for something to  fall on the desired channel, the  probability of which depends o n the spread (in number of 
channels) of the original freque ncies.  Now if just one of thos e blockers is temporarily silenc ed, the number of double beat 
terms decreases from 90 to 72, t he number of triple beats from  360 to 252.  If two blockers a re temporarily silenced, the",112,comments 22-232 100323.pdf,"Cohen, Dippell and Everist, P.C.",Advancing Understanding of Non-Federal Spectrum Usage
"terms decreases from 90 to 72, t he number of triple beats from  360 to 252.  If two blockers a re temporarily silenced, the 
terms drop even further to 56  and 168.  The dependence is rough ly N 2 and N 3/2, where the approximat ion is better for large 
N.",112,comments 22-232 100323.pdf,"Cohen, Dippell and Everist, P.C.",Advancing Understanding of Non-Federal Spectrum Usage
"Basic Principles for Spectru m Allocation  12  Release 1.1 workers).12  In addition, in OFDM communicat ions systems (e.g., LTE), the  actual usage of resource 
blocks (i.e., groups of subcarri ers) is highly dependent on the  time‐varying load or data traffic on the 
system.  This results in a very  complicated interference enviro nment.   
In terms of intermodulation distortion and other related effect s, such phenomena often arise from near‐
far issues, where dominant inter ferer(s) and a weaker desired s ignal are present.  While these types of 
interference can be affected by numerous propagation effects me ntioned above, they often arise in 
dense deployments (e.g., where base stations are not co‐sited),  or in cases with differing deployment 
densities (e.g., a very wide area PS system interspersed with a  wide area macro‐cellular system).  Again, 
these types of interference can  be hard to control without prop er system (and inter‐system) planning. 
Service	Outages	
Whether from time‐varying intermo dulation interference, or othe r sources of interference (e.g., co‐
channel or adjacent channel inte rference), the net effects of i nterference can result  in temporary service 
outages in a given location at a given time.  Often times, stat istical models are utilized to model the 
propagation effects for both des ired and interfering signals (i n addition to the othe r statistical effects 
mentioned above, such as signal  fading).  For example in DTV se rvice, the propagation model utilized for 
computing a desired signal service contour is often the F(50,90 ) propagation curv e (R‐6602), which 
refers to a minimum expected field strength in at least 50% of  locations at least 90% of the time.  A 
more conservative F(50,10) curve i s often used to model interfe rence, or more deta iled Longley‐Rice 
calculations are utilized. 
Regardless of the exact methods used in modeling interference a nd signal propagation, there may be 
cases where service becomes temporarily unavailable.  This may  be due to propagation effects (e.g., 
shadowing, fading, ducting, etc. ) and the locations (in time, f requency and space) of desired or 
interfering signals.  Related si gnal distorting events such as  intermodulation also c an play a key role in 
interference and outages.  In som e cases, services may be speci fied for a particular system availability or 
coverage reliability.  Many factors (further described below) g o into estimating system availability and 
coverage reliability.13  The system availabilit y (SA, expressed as a fraction of time  the system should be 
available) or coverage reliabilit y (CR, expressed as a fraction  of locations that the signal should be 
receivable) may vary greatly depending on the particular system  or service.  For instance, a commercial 
cellular system may have a 90% c overage reliability requirement  (e.g., be reliably receivable in 90% of 
locations in a given area), wh ile a narrowband public safety sy stem may have a 97.5% coverage 
reliability requirement, and an  unlicensed (e.g., WiFi) hotspot  in a crowded area may have a 80% 
coverage reliability due to interference.  Similarly, a cellula r system may need to be available 99.9% 
(0.999) of the time to meet cus tomer requirements, while a publ ic safety system may need to be 
available 99.999% (0.99999) of the  time, while an unlicensed sy stem may need to be  available 90% (0.9) 
                                                            
12 For example, an LMR base statio n could be exposed to a highly  occupied spectrum with m any opportunities for 
intermodulation products while it is trying to receive weak sig nals from public safety or ut ilities workers deep within 
buildings.  In such cases, the co st of the intermodulation prod ucts could be quite high, even  though the likelihood of such 
events is low. 
13 Coverage reliability may also be termed ‘service area reliabil ity’ and is related to ‘bounde d area percent coverage’.",113,comments 22-232 100323.pdf,"Cohen, Dippell and Everist, P.C.",Advancing Understanding of Non-Federal Spectrum Usage
"Basic Principles for Spectru m Allocation  13  Release 1.1 of the time.  Taken together, the se figures can give an indicat ion of overall outage probabilities.14  In 
general, any newly introduced interference events should not si gnificantly negatively impact the system 
availability or coverage reliabilit y of existing systems, since  these figures are often contractually or 
business driven.   
As mentioned above, interference can be highly time‐varying (du e to dynamic propagation and system 
loading effects), with different  effects on different systems ( depending on modulation and coding 
schemes, interleaving, error‐correction coding, transmission re petition schemes, etc.).  Thus, there are 
no simple formulas for reliably predicting interference, other  than the more ob vious cases of 
interference (e.g., receiving a signal with a very poor signal  to interference plus noise ratio (SINR)).  
Therefore, statistical models  are often utilized in an attempt  to quantify the overall effects of numerous 
interference sources.  Often tim es, Monte‐Carlo simulations are  used to model the i nteraction between 
complex random variabl es, to study the overall effects on the s ystem.  Of course, suc h results are only as 
good as the underlying models an d assumptions (i.e., the real w orld can indeed be a co mplicated place).  
For example, models th at don’t take into a ccount complex interm odulation terms may miss important 
cases of interference.              
In order to help estim ate system performance in the presence of  interference, several radio 
performance specifications are o ften utilized.  Often times, ra dios are specified to tolerate given levels 
of co‐channel, adjacent channel, and alternate channel interfer ence.  There are often specific in‐band 
blocking specs and intermodulatio n rejection (IMR ) tests in var ious systems.  Some systems may also 
have spurious response rejection  (SRR) specs or other related t ests.  Typically, these tests are specified 
with the desired signal some sma ll amount above reference sensi tivity (e.g., 3 or 6 dB).  While this is 
highly useful, the performance of  a receiver may change signifi cantly as the desired signal (and 
interfering signal) strengths cha nge, due to the non‐linearitie s mentioned above.15  Another 
complicating factor in these tests is that it is often hard to  properly foresee which other systems may be 
placed next (in time and frequency) to an existing system.  For  example, a broadband LTE system may be 
placed next to a broadcast DTV s ystem, or a broadband LTE syste m may be placed next to a narrowband 
(LMR) system, or in close proxim ity to satellite spectrum.  Thi s further complicate s the specification 
problem, since it may be hard to predict which interfering syst ems (e.g., broadband, narrowband) an 
existing system may encounter.  In general though, having a lar ger set of available radio performance 
specifications often results in  more accurate interference and  outage prediction. 
3.	Responsibilities 	of	Services 	
Once a service has been assigned frequencies it may still have  to make adjustments to its operations to 
avoid both creating and receiving  interference from adjacent se rvices.  The FCC does not provide a brick 
                                                            
14 Very generally speaking, the outage probability can be defined  as (1‐CR) in terms of locations , and (1‐SA) in terms of time, 
though there may be interactio n between the two effects.  A mor e precise computation of service availability and coverage 
reliability is highly system depe ndent and highly statistical i n nature, and beyond the scope of this paper.   The interested 
reader can refer to the TIA TSB‐88 document series for some exa mples of TIA approved calculations. 
15 Jacobsmeyer JM, Comments of Per icle Communications Company to  FCC ET Docket No. 13‐101, July 2013.",114,comments 22-232 100323.pdf,"Cohen, Dippell and Everist, P.C.",Advancing Understanding of Non-Federal Spectrum Usage
"Basic Principles for Spectru m Allocation  14  Release 1.1 wall to separate services.  Rathe r, the services are responsibl e to take whatever ste ps required to ensure 
that energy outside their channels does not become harmful inte rference to them and that they 
minimize the energy they transmi t outside of their channels.  T hese responsibilities  are what would be 
expected of any good neighbor and may exceed what is required b y FCC regulations. 
 
Principle 	4:	Receivers 	are	responsible 	for	mitigating 	interference 	outside	their	assigned 	
channels. 	
An ideal receiver accepts only the energy in its desired channe l, and thus rejects all energy outside its 
channel.  Actual receivers can o nly provide a finite amount of  rejection of unwanted signals outside the 
assigned channel. These interferers are commonly referred to as  Blockers. The ability of a receiver to 
reject unwanted signals is typically defined as a Blocking Mask , as shown in the Figure 3.1.  Blockers that 
produce energy above the mask lim it cause interference to the r eceiver.  
 
Figure 3.1   Receiver Blocking Mask 
 
The Blocking Mask requirements a re established by considering t he RF environment in which the  
receiver is intended to operate, including Blocker levels, numb er of simultaneous Blockers, bandwidth 
and time characteristics. These  are derived by reasonable opera tional scenarios and channel conditions.    
The ability of an actual receiver  to reject Blockers is limited  by practical considerations, such as power 
consumption, size and cost. Limi tations of the receiver to reje ct Blockers include bo th linear, nonlinear 
and noise mechanisms. Linear mec hanisms consist of filtering, b oth preselection and channel. Nonlinear 
mechanisms consist of intermodul ation and mixing products. Nois e mechanisms consist of both thermal 
and phase noise. 
The Blocking Mask of a receive r will vary its dynamic range. Th is is because as the receiver’s gain 
changes, so the component noise and intermodulation performance  also vary.",115,comments 22-232 100323.pdf,"Cohen, Dippell and Everist, P.C.",Advancing Understanding of Non-Federal Spectrum Usage
"Basic Principles for Spectru m Allocation  15  Release 1.1 Principle 	5:	Systems	are	expected 	to	use	techniques 	at	all	layers	of	the	stack	to	mitigate 	
degradation 	from	interference. 	
There are techniques at differen t protocol layers to mitigate d egradation from interference.  Discussion 
of the Protocol Stack is genera lly limited to systems that proc ess data digitally, however, in this setting 
the term “Stack” is being used to apply to all forms of communi cation, with non‐digital and legacy 
systems only making use of the lower layers.  For instance, in  a legacy analog radio system, filtering 
appears in the Physical Layer a nd modulation occurs in the Link  Layer.  The following list of techniques is 
by no means exhaustive, and not  all techniques w ill apply to al l forms of communica tion.  However, any 
form of communication can benefit  from at least one of the list ed techniques below, which are listed in 
order of their position in the Stack, from lowest to highest. 
 Directional Transmission. Focusi ng the transmit energy in the d irection of the user reduces 
interference to receivers in oth er areas. Lower transmit power  may be a consequence of higher 
antenna gains.  As the frequency of operation increases, the us e of directional transmission may 
be required to maintain adequate link performance. 
 Directional Reception. Directional antennas can be used by the  receiver to increase gain in the 
desired direction while reducing gain in unneeded directions.   A directional antenna combined 
with power control eases the ability to meet the link budget wi th reasonable power 
expenditure. Methods to achieve directional reception antennas  include physical antennas with 
directional characteristics (e.g . parabolic dish antennas and Y agis) or by combining multiple 
antennas using a phased array, o ften in an adaptive manner.  Op timal combining techniques can 
be used to maximize the receiver SINR, which inherently increas es gain at in the desired 
direction or steers a null in the direction of interferers.  
 Multi‐input multi‐output (MIMO)  antenna systems – MIMO is a gen eric class of techniques that 
makes use of spatial differences  in channels between the transm itter and receiver to achieve a 
number of system enhancements suc h as interference mitigation,  improvement in diversity 
order of the system and conseque ntly an increase in data rate,  and finally an improvement in 
spectral efficiency in a distribut ed wireless system made up of  many users, such as in a mobile 
system.  
 Power Control – The receiver pro vides SNR feedback to the trans mitter.  When interference 
occurs, which lowers the receive r’s SINR, the transmitter incre ases its output power to maintain 
the desired SINR.  Power control is also used to reduce the dyn amic range requirements of the 
receiver, thus preventing desensitization of receivers that hav e to discriminate between 
transmitters that are far away and those that are close to the  receiver. 
 Frequency hopping or spreading ca n be used to combat frequency‐ selective or narrowband 
interference.  
 Adaptive Modulation and Coding –  The system can select the modu lation order and type and 
the rate of communication based o n the receiver’s observed chan nel quality, nominally the SNR, 
or more detailed channel state i nformation such as the spatial  characteristics of the desired 
channel. If the receiver experiences degradation in SNR due to  interference, the system switches 
to a lower order modulation whic h is suitable for the degraded  SNR level.",116,comments 22-232 100323.pdf,"Cohen, Dippell and Everist, P.C.",Advancing Understanding of Non-Federal Spectrum Usage
"Basic Principles for Spectru m Allocation  16  Release 1.1  Channel Codes – A lower rate o f communication is usually associ ated with a lower rate channel 
code, corresponding to a greater a mount of structure in the tra nsmitted waveform and a higher 
effective energy per transmitted  bit. The use of lower rate cha nnel codes allows the receiver to 
operate at lower SNR levels, a nd without compromising the abili ty of the receiver to recreate 
the transmitted bits beyond a desired error rate. 
 Advanced receivers – Such receive rs will compensate for impairm ents and disturbances in the 
channel using a variety of tec hniques such as knowledge of the  channel, the color of 
interference statistics, structu re of interfering signals etc.   Such receivers would implement 
equalizers of appropriate complexity and may use a variety of s patial, temporal or frequency‐
based signal processing technique s to improve the performance o f the receiver as well as adapt 
to changes in the channel.  
 Time Interleaving – time interleaving is the spreading of infor mation in time (e.g. Block 
Interleaving), and is usually used to convert bursty interferen ce into randomly distributed 
events. The use of interleaving is  sometimes necessary to allow  error correction to be more 
effective.  
 Retransmission – the receiver requests that the data be transmi tted again when the original 
information is improperly receiv ed.  Retransmission can occur a t lower or upper protocol layers. 
In Type II hybrid ARQ systems, retransmitted information is enc oded in a way in which the 
energy of the prior transmission  is not lost, and prior transmi ssions are used along with 
successive transmissions to effect ively lower the code rate and  thereby increase the effective 
SNR of the combined transmission. A type of channel code design  known as rate‐compatibility 
may be used to derive individual channels codes used for each a ttempt as punctured bit or 
symbol sequences of a parent code of suitably lower rate. 
 Scheduling is used in mobile syst ems to transmit information ov er the channel over opportune 
temporal or frequency domain resources. It is typically useful  under varying channel conditions 
or varying interference conditions. The scheduler typically ope rates using rules that aim to 
insure a certain level of service.  
Some of these techniques trade system performance for a robust  and reliable radio link. For example, 
switching to a lower order modul ation will decrease throughput,  and Error Coding adds additional bits. 
In reality, many interference sources are statistical in nature . When considering this, the resulting 
degradation in overall system per formance is minimal while achi eving a reliable link, which is critical.  An 
example of the successful implementation of many of the above m itigation techniques is modern 
cellular networks, where simultan eous reliable links are achiev ed in challenging RF environments.  
Good standard engineering practice dictates that deployed radio s can operate in the environment for 
which the operating and neighbori ng spectrum is allocated.   Th e term ‘operating’ includes both the 
receiver being subjected to reaso nable Blocking levels from aut horized services, as well as the 
transmitter not interfering with neighboring services. For exam ple, if neighboring spectrum is allocated 
for Fixed Link Service, a deploy ed radio should be able to acco mmodate both current and potential 
future fixed link installations, within reason. Assuming good e ngineering practice, a receiver would be 
deployed with proper filtering and dynamic range to accommodate  future expansion of the spectrum, as",117,comments 22-232 100323.pdf,"Cohen, Dippell and Everist, P.C.",Advancing Understanding of Non-Federal Spectrum Usage
"Basic Principles for Spectru m Allocation  17  Release 1.1 it was intended for. Deploying a  receiver without proper filter ing or dynamic range because no 
neighboring systems are located  nearby at the time of installat ion would be considered poor 
engineering practice, and future interference can be expected.  Some of the mentio ned interference 
mitigation techniques could be con sidered as optimization techn iques to legacy syst ems.  For example, 
directional antennas, power optim ization, modulation and schedu ling may be practical features 
available to legacy systems to s upport the mitigation of interf erence as the spectrum usage grows.   
Looking forward, we know that sp ectrum usage will continue to i ncrease and service allocations will 
change to better serve the public. The mitigation techniques ab ove are successfully used over a wide 
range of radio applications ( i.e. military, industrial, commerc ial and consumer), acknowledging that not 
all are suitable for a given sys tem and other more applicable t echniques may exist.  There are strong 
practical pressures for the radi o system, such as cost, size an d power consumption. The realities of 
current and future spectrum usage prescribe the need for a robu st radio system. Given these realities, 
the incorporation of practical mitigation techniques into the r adio system would be considered good 
engineering practice.  
 Principle 	6:	Transmitters 	are	responsible 	for	minimizing 	the	amount	of	their	transmitted 	
energy	that	appears	outside	their	assigned 	frequencies 	and	licensed	areas.	
An ideal transmitter emits energy in the desired channel and no ne elsewhere.  Actual transmitters 
generate energy outside of their channels. This is referred to  as emissions, usually out‐of‐channel or out‐
of‐band emissions. Transmitted em issions are typically specifie d in terms of an emission mask, as shown 
in Figure 3.2. 
 
Figure 3.2   TX Emission Mask 
Emission masks are typically defined in Federal Regulations and  Industry Standards. The mask is 
determined by the needs of neighboring systems and operational  scenarios. Figur e 3.3 shows an 
example of a transmitted emission  falling into a receive channe l causing interference (referenced to the 
receiver’s input).",118,comments 22-232 100323.pdf,"Cohen, Dippell and Everist, P.C.",Advancing Understanding of Non-Federal Spectrum Usage
