page_content,page,source,author,theme
"5 in the United Kingdom, Germany, Sweden, and more than a dozen other nations have 
successfully adopted CBRS-style sharing frameworks.12  As NCTA has explained, the 
Commission’s use of diverse coexistence-based frameworks wherever feasible fuels innovation 
and competition domestically and allows American  innovation in coexistence technologies to 
flourish globally.13 
II. EXCLUSIVE LICENSING RESULTS IN INEFFICIENT AND INEQUITABLE 
SPECTRUM ACCESS AS COMPARED TO COEXISTENCE FRAMEWORKS. 
Some commenters claim that large-area, high- power, licensed-exclusive frameworks: (A) 
facilitate rapid and efficient sp ectrum use; (B) reinforce U.S. technological leadership; and (C) 
generate greater economic valu e than do coexistence-based fr ameworks.  Each of these 
assertions lacks merit. 
A. Coexistence-based frameworks can ensure that spectrum is put to use rapidly 
by eliminating the need to clear incumb ents and reducing barriers to entry. 
Although the Commission’s ability to conduct aucti ons still plays a vital role in enabling 
commercial spectrum access, prioritizing auctions of large-area, high-powe r, licensed-exclusive 
spectrum does not ensure efficient spectrum use, as demonstrated by the fallow spectrum at the 
heart of the Public Notice .  This proceeding arises in pa rt because geographic-area based, 
licensed-exclusive spectrum either went unsold at auction or was returned to the Commission 
after license issuance.14  Auctions that feature such li censed-exclusive spectrum may enhance 
incumbent carriers’ nationwide c overage, but they do not create opportunities for new entrants 
and innovators.15 
 
12 See OTI/PK Comments at 4-5. 
13 See NCTA Comments at 5-6. 
14 See Public Notice at 3. 
15 See Comments of NCTA at 8-9, WT Docket  No. 23-319, RM-11966 (filed Oct. 23, 2023).",6,NCTA Reply Comments on Inventory Spectrum Access PN (24-72).pdf,NCTA – THE INTERNET & TELEVISION ASSOCIATION,WTB Seeks Comment on Options for Facilitating Access to Unassigned Auction Inventory Spectrum
"6 Nationwide wireless carriers and other comm enters complain that coexistence-based 
frameworks are too complex and take too long to implement.16  As an initial matter, those 
commenters fail to acknowledge their own effort s to hamper the development of new unlicensed 
ecosystems and delay the implementa tion of novel sharing frameworks.17  Moreover, in the 
CBRS band, commercial deployment of the nove l Spectrum Access System framework took 
place a mere two years after CBRS rules were finalized in 2018,18 an impressive feat by any 
metric, especially consideri ng this brand-new technology was developed collaboratively among 
industry and government stakeholders.  The ma rketplace for CBRS serv ices and devices has 
flourished and continues to grow, with ove r 300,000 CBRS base-station devices deployed – 
more than 60 percent of the total number of cell sites deployed by the commercial wireless 
 
16 See Comments of Verizon at 8-9, WT Docket No. 24-72 (filed Apr. 8, 2024) (“Verizon 
Comments”); Comments of T-Mobile USA, Inc.  at 9-10, WT Docket No. 24-72 (filed Apr. 8, 
2024) (“T-Mobile Comments”); Comments of CTIA  at 9, WT Docket No. 24-72 (filed Apr. 8, 
2024) (“CTIA Comments”); Comments of AT&T Services, Inc. at 7, WT Docket No. 24-72 
(filed Apr. 8, 2024) (“AT&T Comments”); Commen ts of Blooston Rural Carriers at 4-5, WT 
Docket No. 24-72 (filed Apr. 8, 2024). 
17 See AT&T Servs., Inc. v. FCC , 21 F.4th 841, 843 (D.C. Cir. 2021)  (denying AT&T’s petition 
for review of the Commission’s 2020 order opening the 6 GHz band to unlicensed users); see 
Verizon Petition for Reconsideration, WT  Docket No. 12-354 (filed July 23, 2015), 
https://www.fcc.gov/ecfs/document/60001094941/1  (seeking reconsiderati on of power limits in 
the CBRS band); see also CTIA Petition for Reconsideration, WT Docket No. 12-354 (filed July 
23, 2015), https://www.fcc.gov/ecfs/document/60001094935/1  (seeking revisions to CBRS 
licensing process and technical rules).  
18 See generally Promoting Inves tment in the 3550-3700 MHz Band , Report and Order, 33 FCC 
Rcd. 10598 (2018); see also  Wireless Telecommunications Bureau and Office of Engineering 
and Technology Approve Four Spectrum Access Administrators for Full Scale Commercial 
Deployment in the 3.5 GHz Band and Emphasize Li censee Compliance Obligations in the 3650-
3700 MHz Band Under Part 96 , Public Notice, 35 FCC Rcd. 117 (2020).",7,NCTA Reply Comments on Inventory Spectrum Access PN (24-72).pdf,NCTA – THE INTERNET & TELEVISION ASSOCIATION,WTB Seeks Comment on Options for Facilitating Access to Unassigned Auction Inventory Spectrum
"7 industry in over forty years.19  The technological advancements  realized in the CBRS band will 
enable faster deployment in futu re bands modeled on this successf ul licensed-shared framework. 
The Commission’s decision to open the enti re 6 GHz band to unlicensed Wi-Fi use 
likewise has been a resounding succ ess, and the band has grown “near ly twice as fast as the 5 
GHz band.”20  With the Commission’s recent approva l of several entities as Automated 
Frequency Coordination  system operators,21 use of the 6 GHz band will quickly become even 
more robust as standard power Wi-F i operations commence indoors and outdoors.22 
Nationwide wireless carriers also claim that special temporary authority (“STA”) 
employing license structures and technical rules that apply to li censed-exclusive spectrum in the 
bands where the inventory spectrum is located would offer rapid and uncomplicated access to 
inventory spectrum,23 but this approach is unsuita ble in at least two ways.  First , carriers offer no 
reason to expect that an STA a pproach could be implemented mo re quickly than a coexistence-
based approach.  Commercial access to inventor y spectrum could be delayed if a settlement 
 
19 See Comments of NCTA, Docket No. NT IA-2023-0003, at 9 (filed Apr. 17, 2023), 
https://www.ntia.gov/sites/default/f iles/publications/nct a_the_internet_and_t elevision_associatio
n.pdf . 
20 Chris Szymanski, The unprecedented success of opening the entire 6 GHz band to Wi-Fi: 
Continued policy leadership is needed to level up the success even further , Broadcom (May 15, 
2023), https://www.broadcom.com/blog/unprecede nted-success-opening-6ghz-band-to-wifi . 
21 OET Announces Approval of Seven 6 GHz B and AFC Systems for Commercial Operation and 
Seeks Comment on C3 Spectra’s Proposed AFC System , Public Notice, DA 24-166 (rel. Feb. 23, 
2024). 
22 See Chris Szymanski, The true power of 6 GHz Wi-Fi enters the picture: Standard Power AFC 
takes connectivity to new heights , Broadcom (Feb. 23, 2024), 
https://www.broadcom.com/blog/the-true-power-o f-6-ghz-wi-fi-enters-the-picture-standard-
power-afc-takes-connectivity-to-new-heights .  
23 See Public Notice at 4-5.",8,NCTA Reply Comments on Inventory Spectrum Access PN (24-72).pdf,NCTA – THE INTERNET & TELEVISION ASSOCIATION,WTB Seeks Comment on Options for Facilitating Access to Unassigned Auction Inventory Spectrum
"8 period is required to resolve mutually exclusive applications.24  Furthermore, if failure to resolve 
mutually exclusive STA applications triggers return of the spectrum to the Commission’s 
inventory, the STA process would leave the spectrum in limbo indefinitely.25 
Second , the STA process that carriers propose would perpetuate the large-area, high-
power, licensed-exclusive paradi gm where that spectrum access approach already has been 
unsuccessful, either because a bidder failed to mate rialize or a licensee retu rned spectrum to the 
Commission.26  This would not advance national object ives to deliver more spectrum bandwidth 
to American consumers or make more efficient use of spectrum.27  One carrier even asserts that 
the Commission should grant inventory spectrum STAs only to wireless carriers with the ability 
to use the spectrum to supplement their existing ne tworks, and wireless carriers’ familiarity with 
the STA process makes them especia lly well qualified to hold STAs.28  In other words, the 
carrier asserts that the Commission should allo w only wireless carrier s to access inventory 
spectrum, and those carriers should do so only through the use of STAs, presumably so those 
embedded carriers can more easily acquire the spectrum on a licensed-exclusive basis once the 
 
24 See AT&T Comments at 5 (“If mutually exclus ive applications are filed, the Commission 
should provide a limited settlement  period for the applicants to re solve the mutual exclusivity.”); 
see also  T-Mobile Comments at 7 (“If there are comp eting STA requests sub mitted that meet the 
criterion above the parties should be permitted to negotiate to resolve mutual exclusivity or 
address the objections.”). 
25 See AT&T Comments at 5 (“If mutual exclusiv ity cannot be resolved, then the Inventory 
Spectrum in question should not be made availabl e for relicensing until su ch time as it can be 
reauctioned.”). 
26 See id.  at 3-6; CTIA Comments at 7-8; T-Mobile Comments at 5-8; Verizon Comments at 9-
10. 
27 National Spectrum Strategy, The White House at 1 (Nov. 13, 2023), 
https://www.ntia.gov/sites/defaul t/files/publications /national_spectrum_ strategy_final.pdf  (“The 
United States needs a comprehensive strategy to  modernize spectrum policy and make the most 
efficient use possible of this  vital national resource.”). 
28 See T-Mobile Comments at 6.",9,NCTA Reply Comments on Inventory Spectrum Access PN (24-72).pdf,NCTA – THE INTERNET & TELEVISION ASSOCIATION,WTB Seeks Comment on Options for Facilitating Access to Unassigned Auction Inventory Spectrum
"9 Commission regains auction authority.  Such an  approach would benefit nationwide wireless 
carriers by creating another opportu nity to bolster their domina nt spectrum positions, and it 
would exacerbate the ways that  typical auction and operating rules for licensed-exclusive 
spectrum effectively fo reclose competition a nd innovation from new entr ants and alternative 
spectrum uses. 
B. Licensed-exclusive frameworks alone cannot sustain U.S. technological 
leadership and competitiveness. 
Arguments that prioritizi ng licensed-exclusive spectrum access frameworks would 
reinforce U.S. technological l eadership on the global stage mis apprehend the consequences of 
such a policy.29  Global spectrum harmonizat ion centered on the type  of licensed-exclusive 
frameworks that nationwide wire less carriers favor would bene fit Chinese state-sponsored 
companies like Huawei and ZTE, which already dominate the global mark etplace for equipment 
that supports licensed-ex clusive 5G networks.30  Rather than focusing on licensed-exclusive 
frameworks to further cement these companie s’ global dominance, NCTA encourages the 
Commission to employ “spectrum policy as a critical lever to retain global leadership in wireless 
technology . . . [through] a vi rtuous cycle of innovation.”31  The Commission can do this by 
prioritizing and promoting coexistence-based sp ectrum access frameworks, including American 
 
29 See Verizon Comments at 4;  CTIA Comments at 5. 
30 See Dan Meyer, Huawei, ZTE concerns overhang US government open RAN meeting , 
SDxCentral (Jan. 19, 2024), https://www.sdxcentral.com/article s/analysis/huawei-zte-concerns-
overhang-us-government-open-ran-meeting/2024/01/ . 
31 See White House, FACT SHEET: Biden-Harris Administrati on Issues Landmark Blueprint to 
Advance American Innovation, Competiti on and Security in Wireless Technologies  (Nov. 13, 
2023), https://www.whitehouse.gov/briefing-room/sta tements-releases/2 023/11/13/fact-sheet-
biden-harris-adminis tration-issues-landmark-bluepr int-to-advance-am erican-innovation-
competition-and-security -in-wireless-technologies/ .",10,NCTA Reply Comments on Inventory Spectrum Access PN (24-72).pdf,NCTA – THE INTERNET & TELEVISION ASSOCIATION,WTB Seeks Comment on Options for Facilitating Access to Unassigned Auction Inventory Spectrum
"10 innovations in Wi-Fi and CBRS-style sharing, to th e benefit of U.S. technological leadership and 
competitiveness. 
Nationwide wireless carriers argue that ther e is no need for additional unlicensed and 
licensed-shared spectrum, based in  part on their false narrative that those allocations outnumber 
licensed-exclusive allocations in the mid-band.32  To begin with, almost all spectrum allocated 
for commercial use in the U.S. is licensed on an exclusive basis.33  As a result, AT&T, Verizon, 
and T-Mobile together hold approximately 78 percent of all spectrum included in the 
Commission’s spectrum screen, measured on a MHz-POPs basis.34 
The carriers’ argument also is based on the incorrect assumption th at one megahertz of 
licensed-exclusive spectrum is eq uivalent to one megahertz of licensed-shared or unlicensed 
spectrum and ignores that license d-exclusive, unlicensed, and li censed-shared spectrum bands 
are subject to different rules and significant ope rational limitations that render a megahertz-to-
megahertz comparison inappropriate.35  Specifically, licensed-exclusive frameworks allow a 
single entity the right to use frequencies in a license area to th e exclusion of all other users, while 
unlicensed bands require sharing among many user s in the same geograp hic area, and licensed-
shared spectrum affords licensees rights subordinate to those of incumbent users.36  Prioritizing 
 
32 CTIA Comments at 7.   
33 See Comments of NCTA at 5, WT Docket N o. 20-443, GN Docket No. 22-352 (filed Aug. 9, 
2023). 
34 Communications Marketplace Report et al. , GN Docket No, 22-203, Report, FCC 22-103, ¶ 
86 (rel. Dec. 30, 2022).   
35 See Comments of NCTA, NTIA-20 23-0003, at 16-20 (Apr. 17, 2023), 
https://www.ntia.gov/sites/default/f iles/publications/nct a_the_internet_and_t elevision_associatio
n.pdf ; see Reply Comments of NCTA at 11-12, WT  Docket No. 23-319, RM-11966 (filed Nov. 
8, 2023).  
36 Id.",11,NCTA Reply Comments on Inventory Spectrum Access PN (24-72).pdf,NCTA – THE INTERNET & TELEVISION ASSOCIATION,WTB Seeks Comment on Options for Facilitating Access to Unassigned Auction Inventory Spectrum
"11 licensed-exclusive frame works based on this inapt compar ison would undermine the U.S.’s 
global technological leadership and competitivene ss.  Real investment in innovations that will 
secure U.S. leadership requires the Commission ’s commitment to the use of unlicensed and 
licensed-shared coexistence frameworks wherever feasible. 
C. The value of coexistence frameworks can exceed the value of a clear-and-
auction approach to licensed-exclusive spectrum use. 
Nationwide wireless carriers argue that coexistence-based frameworks would not 
generate auction revenue and related economic value,37 but they fail to acknowledge (1) the 
substantial economic benefits of licen sed-shared and unlicensed frameworks and (2) the 
prohibitive costs of clearing a nd relocating incumbent spectrum  users, a prerequisite to 
auctioning new licensed-exclusive spectrum.38  First , the value of licensed-shared and unlicensed 
frameworks like CBRS and 6 GHz Wi-Fi already is  manifest.  Sharing in the CBRS band adds 
“significant non-private value from increased participation of non-traditio nal users and 
innovative uses of spectrum.”39  CBRS-style sharing and the value it creates are replicable in 
other bands – most notably, the 3.1-3.45 GHz band.  By enabling a diverse set of operators to 
access the spectrum, “CBRS-style sharing fosters greater innovation and novel uses, [which] can 
lead to increases in economic  value and consumer welfare.”40  Licensed-shared frameworks can 
produce substantial auction revenues, especially where licenses cover sma ller geographic areas, 
 
37 See Verizon Comments at 8. 
38 Coleman Bazelon et al., Principles of Spectrum Sharing: Understanding the Value of Shared 
Spectrum , The Brattle Group at 5 (2023) (“Brattle Study”), https://spectrumfuture.com/wp-
content/uploads/2023/09/Principle s-of-Spectrum-Sharing-Unders tanding-the-Value-of-Shared-
Spectrum.pdf .  
39 Id. 
40 Id.",12,NCTA Reply Comments on Inventory Spectrum Access PN (24-72).pdf,NCTA – THE INTERNET & TELEVISION ASSOCIATION,WTB Seeks Comment on Options for Facilitating Access to Unassigned Auction Inventory Spectrum
"12 and have lower power limits and appropriately  sized channel blocks to maximize the 
participation of a diverse set of users with a variety of use cases. 
Likewise, the economic value of  Wi-Fi is immense and continues to grow.  Globally, Wi-
Fi helped generate 3.2 million jobs in 2021 a nd is expected to reach 4 million jobs by 2025.41  
Moreover, studies predict that the global economi c value of Wi-Fi will reach  nearly $5 trillion in 
2025,42 with a value of $1.58 trillion in the U.S. alone.43 
Second , licensed-exclusive proponents assume away or minimize the costs to other 
parties of facilitating a clear-and-auction approach.  The 2023 Brattle Study illustrates the extent 
to which prioritizing licensed- shared frameworks can enhance economic value and consumer 
welfare, and auctioning licensed-exclusive spectr um can have the opposite effect.  It concludes 
that CBRS-style sharing in the 3.1 -3.45 GHz band – with conservative  estimates of costs to clear 
incumbents – maximizes the social net value of the spectrum as compared to a licensed-exclusive 
regime.44  Notably, the Brattle Study finds that taki ng into account the estimated $120 billion to 
relocate federal operations, a clear-and-auction approach to licensed-exclusive use of the 3.1-
3.45 GHz band would yield lower auction revenues than would a licensed-shared approach.45  In 
 
41 Raúl Katz et al., The Economic Value of Wi-F i: a global view (2021-2025) , Wi-Fi Alliance at 
11 (Sept. 2021), https://www.wi-fi.org/system/file s/The_Economic_Value_of_Wi-Fi-
A_Global_View_2021-2025_202109.pdf .  
42 Global Economic Value of Wi-Fi  (2021-2025) , Wi-Fi Alliance at 1 (Sept. 2021),  
https://www.wi-fi.org/system/files/Gl obal_Economic_Value_of_Wi-Fi_2021-2025_202109.pdf . 
43 Raúl Katz et al., The Economic Value of Wi-F i: a global view (2021-2025) , Wi-Fi Alliance at 
35 (Sept. 2021), https://www.wi-fi.org/system/file s/The_Economic_Value_of_Wi-Fi-
A_Global_View_2021-2025_202109.pdf .  
44 The Brattle Study at 45-49. 
45 Id.",13,NCTA Reply Comments on Inventory Spectrum Access PN (24-72).pdf,NCTA – THE INTERNET & TELEVISION ASSOCIATION,WTB Seeks Comment on Options for Facilitating Access to Unassigned Auction Inventory Spectrum
"13 fact, the Brattle Study show s that such an auction of license d-exclusive spectru m would fall far 
short of the estimated costs to  relocate federal incumbents.46  
CONCLUSION 
 NCTA supports the Commission’s efforts to make inventory spectrum available for 
commercial use during the current lapse in auction authority.  Re storation of the Commission’s 
auction authority remains a priority but will no t address inefficient spectrum use and existing 
disparities in spectrum access.  The inventory spectrum that is the subject of this proceeding 
demonstrates that auctioning larg e-area, high-powered, licensed-exclusive spectrum can result in 
significant swaths of unused spect rum.  To foster a balanced sp ectrum policy that promotes U.S. 
economic growth and technologica l leadership, and maximizes be nefits for a diverse set of 
consumers and use cases, the Commission should prioritize coexistence-based spectrum access 
frameworks.  For these reasons, NCTA encourag es the Commission to consider coexistence-
based frameworks not only for i nventory spectrum, but also as pr omptly as possible in the Lower 
3 GHz, 7 GHz, Lower 37 GHz, and 12.7 GHz bands, which are ripe for action and can deliver 
significant near-term benefits, as desc ribed in NCTA’s opening comments. 
 
46 Id.",14,NCTA Reply Comments on Inventory Spectrum Access PN (24-72).pdf,NCTA – THE INTERNET & TELEVISION ASSOCIATION,WTB Seeks Comment on Options for Facilitating Access to Unassigned Auction Inventory Spectrum
"14  
Respectfully submitted, 
    /s/ Becky Tangren  
 Mia Guizzetti Hayes Rick Chessen Justin McCuen Becky Tangren Willkie Farr & Gallagher LLP Traci Biswese 1875 K Street, NW NCTA – Th e Internet & Television 
Washington, DC 20006      Association (202) 303-1000 25 Massachusetts Avenue, N.W. – Suite 100 
 Washington, D.C. 20001-1431 Counsel for NCTA  (202) 222-2459  
 April 22, 2024",15,NCTA Reply Comments on Inventory Spectrum Access PN (24-72).pdf,NCTA – THE INTERNET & TELEVISION ASSOCIATION,WTB Seeks Comment on Options for Facilitating Access to Unassigned Auction Inventory Spectrum
"1 
 Before the  
FEDERAL COMMUNICATIONS COMMISSION  
Washington, D.C.  20554 
 
 
In the Matter  of 
 
Wireless Telecommunications Bureau Seeks 
Comment on Options for Facilitating Access to Unassigned Auction Inventory Spectrum  
  
    
  WT Docket No. 24- 72 
  
 
 
REPLY COMMENTS OF DIRECTV, LLC 
In this proceeding, the Wireless Telecommunications Bureau sought comment on a 
simple question:  “how the Commission, if necessary, could use its current statutory authority to 
provide the public with access to its inventory of currently unassigned spectrum in bands previously licensed for wireless services through auctions (hereafter, Inventory Spectrum).”
1  In 
its comments, EchoStar Corporation (“EchoStar”) strayed well beyond that topic to urge the Commission to authorize two -way, high- power fixed terrestrial operations in the 12 GHz band.
2  
But the Commission has never auctioned licenses for such a service in that band, so there is no such Inventory Spectrum available .   
Indeed, this spectrum is intensively used by DIRECTV’s Direct Broadcast Satellite 
(“DBS”) service to deliver video programming to millions of subscribers across the country.  It is also used  by emerging non- geostationary orbit satellite systems providing broadband services in 
 
1  Public Notice, Wireless Telecommunications Bureau Seeks Comment on Options for Facilitating 
Access to Unassigned Auction Inventory Spectrum for Wireless Radio Services in Light of the 
Ongoing Lapse of Auction Authority, DA 24- 215, ¶ 2  (WTB rel. Mar. 7, 2024) (“Public Notice”).  
2  See Comments of EchoStar Corporation, WT Docket No. 24- 72, at 4-5 (April 8, 2024).",0,DIRECTV Inventory Spectrum Reply Comments.pdf,DIRECTV,WTB Seeks Comment on Options for Facilitating Access to Unassigned Auction Inventory Spectrum
"2 
 the band.  In other words, this spectrum is not simply lying around unused and awaiting 
Commission assignment.  
The Commission  rejected EchoStar’s call to authorized high- power mobile operations in 
the 12 GHz band because it would “ impose a significant risk of harmful interference to existing 
and emergent services in the band, including satellite services .”3  It is currently considering 
whether  the band can support  terrestrial  fixed  services in addition to the  Multichannel Video 
Delivery and Data Service (“MVDDS ”) without causing interference to the services of satellite 
incumbents.4  In that proceeding, DIRECTV and others have demonstrated that introducing a 
high- power, two- way fixed service to the band would cause massive interference to the satellite 
services enjoyed by millions of Americans.5  Moreover, even if a  high- power  service were 
allowed,  the record of that proceeding includes significant opposition to EchoStar’s proposal to 
simply hand any new or enhanced terrestrial rights in the band to the MVDDS operators that have to date allowed this spectrum to sit idle.
6 
The ongoing 12 GHz proceeding is the proper venue for considering such matters.  The 
Commission should ignore EchoStar’s attempt to use this proceeding to make a desperate end run around the significant opposition to its proposals that have been properly s ubmitted for 
Commission consideration  in the appropriate forum . 
 
3  See Expanding Flexible Use of the 12.2- 12.7 GHz Band, FCC 23 -36, ¶ 2 (rel. May 19, 2023).  
4  See id. ¶¶ 48 -56. 
5  See, e.g., Further Reply Comments of DIRECTV, LLC, IB Docket No. 20 -443 (Sept. 8, 2023);  Reply 
Comments of Space Exploration Holdings, LLC, IB Docket No. 20- 443 (Sept. 8, 2023); Reply 
Comments of Microsoft Corporation, IB Docket No. 20- 443 (Sept. 8, 2023); Reply Comments of 
OneWeb, IB Docket No. 20 -443 (Sept. 8, 2023);  Letter from Stacy Fuller to Marlene H. Dortch, IB 
Docket No. 20- 443 (Dec. 22, 2023); Letter from David Goldman to Marlene H. Dortch, IB Docket 
No. 20- 443 (Feb. 6, 2024).  
6  See, e.g., Reply Comments of AT&T Services, Inc., IB Docket No. 20- 443, at 3, 31 (July 7, 2021); 
Reply Comments of NCTA —The Internet and Television Associate, IB Docket No. 20- 443, at 2 (July 
7, 2021); Reply Comments of T -Mobile USA, Inc., IB Docket No. 20- 443, at 2, 6 (July 7, 2021) .",1,DIRECTV Inventory Spectrum Reply Comments.pdf,DIRECTV,WTB Seeks Comment on Options for Facilitating Access to Unassigned Auction Inventory Spectrum
"3 
  
 
    
William M. Wiltshire  
Michael D. Nilsson  
HWG  LLP 
1919 M Street, N.W.  
Suite 800  
Washington, DC  20036  
202-730-1300    
 
Counsel to  DIRECTV  Respectfully submitted,  
 DIRECTV,
 LLC 
 By:  _/s/ Stacy Fuller ___________ 
Stacy Fuller  
Senior Vice President, External Affairs  
Brenna Sparks  
Associate Vice President, External Affairs  
 DIRECTV,
 LLC 
2260 E. Imperial Highway El Segundo, CA  90245  
  
April 22, 2024",2,DIRECTV Inventory Spectrum Reply Comments.pdf,DIRECTV,WTB Seeks Comment on Options for Facilitating Access to Unassigned Auction Inventory Spectrum
"Before the  
FEDERAL COMMUNICATIONS COMMISSION  
Washington, DC 20554  
   
 
In the Matter of  
Ways To Facilitate Access to Currently 
Unassigned Auction Inventory  
Spectrum For Wireless Radio Services in Light 
of The Ongoing Lapse of Auction Authority   
) 
) 
) 
) 
) 
)  
 
 
WT Docket No. 24 -72 
   
COMMENTS OF VERIZON 
I. INTRODUCTION.  
 Auctions are an essential tool in the FCC ’s pursuit of  sound spectrum policy.  As the 
Public Notice observes: “auctions have helped to fuel competition, to provide consumers with a 
vast array of wireless technologies and services, and to increase the likelihood that the Nation’s scarce spectrum resources are put to their highest and best use.”
1  Indeed, the Commission’s 
auction framework is the bedrock of exclusive -use licensed spectrum,  and the engine that drives 
today’s mobile connected society and the 5G fixed wireless access solutions that are delivering new competition into the home broadband marketplace.   
 We agree with Chairwoman Rosenworcel that  Congress must  renew the Commission’s 
spectrum license auction authority and that auctions are “an indispensable tool for harnessing the 
promise of new wireless technologies[.]”
2  Indeed, the Commission’s auction framework 
 
1 Wireless Telecommunications Bureau Seeks Comment on Ways to Facilitate Access to 
Currently Unassigned Auction Inventory Spectrum for Wireless Radio Services in Light of The 
Ongoing Lapse of Auction Authority , Public Notice, DA 24- 215, ¶ 6  (WTB rel. Mar. 7, 2024) 
(“Public Notice”) . 
2 Statement, FCC, Chairwoman Rosenworcel Highlights One -Year Expiration of Agency’s 
Spectrum Auction Authority and Potential Creative Solutions to Maintain U.S. Leadership (Mar. 7, 2024)  (“Chairwoman Rosenworcel Statement”) .",0,Verizon Access to Inventory Spectrum PN Comments (4.8.24).pdf,VERIZON,WTB Seeks Comment on Options for Facilitating Access to Unassigned Auction Inventory Spectrum
"2 promotes investment, deployment, and innovation in networks, leading to massive economic 
growth and consumer welfare enhancement.  
 The Public Notice seeks comment on whether there are options for making Inventory 
Spectrum3 available in light of the unprecedented lapse in the Commission’s auction authority.  
But the Commission should refrain from upending previously auctioned spectrum bands and 
turning to inferior spectrum access frameworks  that could undermine the efficient use of 
spectrum at  crucial time where policymakers must  focus on establishing a strong spectrum 
pipeline to promote advanced wireless networks .  Rather, the Commission should continue to 
urge Congress to restore its auction authority while  pursuing the special temporary authority 
(“STA”) option identified in the Public Notice to grant temporary access to Inventory Spectrum  
to ensure that those frequencies do not  continue to  lie fallow.  When auction authority is restored, 
the Commission should then auction such spectrum. 
II. EXCLUSIVE -USE SPECTRUM, ASSIGNED VIA AUCTION, CREATES 
ECONOMIC BENEFITS AND ENABLES THE NETWORKS THAT POWER 
OUR WORLD.   
 It is not an overstatement to say that the Commission’s successful auction assignment 
mechanisms, coupled with flexible -use policies, are in large part responsible for the connected 
world we live in today.  The Commission should continue to rely on market  forces and its 
extraordinarily successful auction framework to maintain its worldwide lead ership  in innovation 
and investment in mobile broadband services.  
 
3 Consistent with the Public Notice, “Inventory Spectrum” refers to exclusive -use, geographic 
area-based spectrum licenses across multiple wireless services that were previously made 
available via competitive bidding but were either not acquired at auction or returned to the Commission after issuance.  Public Notice ¶ 7.",1,Verizon Access to Inventory Spectrum PN Comments (4.8.24).pdf,VERIZON,WTB Seeks Comment on Options for Facilitating Access to Unassigned Auction Inventory Spectrum
"3  Wireless—underpinned by auctioned, exclusive- use licensed spectrum and flexible- use 
policies —contributes significantly to our nation’s economy, supports consumer welfare, and 
promotes American technical superiority over global adversaries.  As Chairwoman 
Rosenworcel noted, auctions “spur[] economic growth, create[e] jobs, and strengthen[] our national security and international leadership.”
4  Indeed, relying on auctioned, exclusive- use 
licensed spectrum, the U.S. wireless industry has deployed wide-area networks with a stunning impact on the U.S. economy.   
● During the 4G decade, from 2010 to 2020, the wireless industry supported one out of 
every six American jobs,
5 and gross output from the U.S. wireless industry topped $9.5 
trillion.6  Because the U.S. led the world in 4G, the app economy was born and thrived in 
the United States.7 
● 5G is projected to create an additional 4.6 million jobs and contribute up to $1.7 trillion to U.S. GDP over the next decade, spurring activity across the consumer, industrial, and public sectors.
8   
With networks increasingly delivering high- capacity, low -latency capabilities, today with 5G and 
in the years to come with 6G, new applications and services will develop, contributing further to 
economic growth.   
 
4 Chairwoman Rosenworcel Statement .  
5 The 4G Decade: Quantifying the Benefits , RECON ANALYTICS , at 3, 6 (July 29, 2020), 
https://api.ctia.org/wp -content/uploads/2020/07/The-4G-Decade.pdf . 
6 Aren Megerdichian, The Importance of Licensed Spectrum and Wireless Telecommunications 
to the American Economy , COMPASS LEXECON , at 3 (Dec. 7, 2022), https://api.ctia.org/wp -
content/uploads/2022/12/Compass- Lexecon -Licensed -Spectrum -Report.pdf . 
7  How America’s 4G Leadership Propelled the U.S. Economy , RECON ANALYTICS , at 1 (Apr. 16, 
2018), https://api.ctia.org/wp -content/uploads/2018/04/Recon-Analytics_How- Americas -4G-
Leadership -Propelled -US-Economy_2018.pdf . 
8 Enrique Duarte Melo, Antonio Varas, et al., 5G Promises Massive Job and GDP Growth in the 
US, B OSTON CONSULTING GROUP , at 3 (Feb. 2021), https://api.ctia.org/wp-
content/uploads/2021/01/5GPromises- Massive -Job-and-GDP -Growth -in-the-US_Feb -2021.pdf.",2,Verizon Access to Inventory Spectrum PN Comments (4.8.24).pdf,VERIZON,WTB Seeks Comment on Options for Facilitating Access to Unassigned Auction Inventory Spectrum
